Movie_ID,Series_Title,Genre,Overview,Director,Stars
169,Dom za vesanje,comedi crime drama,lumin tale set area sarajevo itali perhan engag young romani gypsi telekinet power seduc quickcash world petti crime threaten destroy love,emir kusturica,davor dujmov bora todorov ljubica adzov husnija hasimov
170,Tonari no Totoro,anim famili fantasi,girl countri near ail mother adventur wondrou forest spirit live nearbi,hayao miyazaki,hitoshi takagi noriko hidaka chika sakamoto shigesato itoi
171,Die Hard,action thriller,nypd offic tri save wife taken hostag german terrorist christma parti nakatomi plaza lo angel,john mctiernan,bruce willi alan rickman bonni bedelia reginald veljohnson
172,Ran,action drama war,mediev japan elderli warlord retir hand empir son vastli underestim newfound power corrupt caus turn otherand,akira kurosawa,tatsuya nakadai akira terao jinpachi nezu daisuk ryû
173,Raging Bull,biographi drama sport,life boxer jake lamotta violenc temper led ring destroy life outsid,martin scorses,robert niro cathi moriarti joe pesci frank vincent
174,Stalker,drama scifi,guid lead men area known zone room grant wish,andrei tarkovski,alisa freyndlikh aleksandr kaydanovskiy anatoliy solonitsyn nikolay grinko
175,Höstsonaten,drama music,marri daughter long mother love visit success concert pianist,ingmar bergman,ingrid bergman liv ullmann lena nyman halvar björk
176,The Message,biographi drama histori,epic histor drama chronicl life time prophet muhammad serv introduct earli islam histori,moustapha akkad,anthoni quinn iren papa michael ansara johnni sekka
177,Sholay,action adventur comedi,famili murder notori ruthless bandit polic offic enlist servic outlaw captur bandit,ramesh sippi,sanjeev kumar dharmendra amitabh bachchan amjad khan
178,Monty Python and the Holy Grail,adventur comedi fantasi,king arthur knight round tabl embark surreal lowbudget search holi grail encount silli obstacl,terri gilliam,terri jone graham chapman john clees eric idl
179,The Great Escape,adventur drama histori,alli prison war plan number escap german camp world war ii,john sturg,steve mcqueen jame garner richard attenborough charl bronson
180,To Kill a Mockingbird,crime drama,atticu finch lawyer depressionera south defend black man undeserv rape charg children prejudic,robert mulligan,gregori peck john megna frank overton rosemari murphi
181,Yôjinbô,action drama thriller,crafti ronin come town divid crimin gang decid play free town,akira kurosawa,toshirô mifun eijirô tôno tatsuya nakadai yôko tsukasa
182,Judgment at Nuremberg,drama war,american court occupi germani tri nazi judg war crime,stanley kramer,spencer traci burt lancast richard widmark marlen dietrich
183,Some Like It Hot,comedi music romanc,male musician wit mob hit flee state allfemal band disguis women complic set,billi wilder,marilyn monro toni curti jack lemmon georg raft
184,Smultronstället,drama romanc,live life mark cold age professor forc confront empti exist,ingmar bergman,victor sjöström bibi andersson ingrid thulin gunnar björnstrand
185,Det sjunde inseglet,drama fantasi histori,man seek answer life death exist god play chess grim reaper black plagu,ingmar bergman,max von sydow gunnar björnstrand bengt ekerot nil popp
186,Du rififi chez les hommes,crime drama thriller,men plan technic perfect crime human element interven,jule dassin,jean servai carl möhner robert manuel janin darcey
187,Dial M for Murder,crime thriller,tenni player tri arrang wife murder learn affair,alfr hitchcock,ray milland grace kelli robert cum john william
188,Tôkyô monogatari,drama,old coupl visit children grandchildren citi receiv littl attent,yasujirô ozu,chishû ryû chieko higashiyama sô yamamura setsuko hara
189,Rashômon,crime drama mysteri,rape bride murder samurai husband recal perspect bandit bride samurai ghost woodcutt,akira kurosawa,toshirô mifun machiko kyô masayuki mori takashi shimura
190,All About Eve,drama,seemingli timid secretli ruthless ingénu insinu live age broadway star circl theater friend,joseph l mankiewicz,bett davi ann baxter georg sander celest holm
191,The Treasure of the Sierra Madre,adventur drama western,american search work mexico convinc old prospector help gold sierra madr mountain,john huston,humphrey bogart walter huston tim holt bruce bennett
192,To Be or Not to Be,comedi war,nazi occup poland act troup embroil polish soldier effort track german spi,ernst lubitsch,carol lombard jack benni robert stack felix bressart
193,The Gold Rush,adventur comedi drama,prospector goe klondik search gold find,charl chaplin,charl chaplin mack swain tom murray henri bergman
194,Sherlock Jr.,action comedi romanc,film projectionist long detect put meagr skill work frame rival steal girlfriend father pocketwatch,buster keaton,buster keaton kathryn mcguir joe keaton erwin connelli
195,Portrait de la jeune fille en feu,drama romanc,isol island brittani end eighteenth centuri femal painter oblig paint wed portrait young woman,céline sciamma,noémi merlant adèl haenel luàna bajrami valeria golino
196,Pink,drama thriller,young women implic crime retir lawyer step forward help clear name,aniruddha roy chowdhuri,taapse pannu amitabh bachchan kirti kulhari andrea tariang
197,Koe no katachi,anim drama famili,young man ostrac classmat bulli deaf girl point move away year later set path redempt,naoko yamada,miyu irino saori hayami aoi yûki kenshô ono
198,Contratiempo,crime drama mysteri,success entrepreneur accus murder wit prepar expert hour come impregn defens,oriol paulo,mario casa ana wagen jose coronado bárbara lenni
199,Ah-ga-ssi,drama romanc thriller,woman hire handmaiden japanes heiress secretli involv plot defraud,chanwook park,kim minhe jungwoo ha cho jinwoong moon sori
200,Mommy,drama,widow singl mother rais violent son find new hope mysteri neighbor insert household,xavier dolan,ann dorval antoin olivi pilon suzann clément patrick huard
201,Haider,action crime drama,young man return kashmir father disappear confront uncl suspect play role father fate,vishal bhardwaj,shahid kapoor tabu shraddha kapoor kay kay menon
202,Logan,action drama scifi,futur mutant nearli extinct elderli weari logan lead quiet life laura mutant child pursu scientist come help safeti,jame mangold,hugh jackman patrick stewart dafn keen boyd holbrook
203,Room,drama thriller,held captiv year enclos space woman young son final gain freedom allow boy experi outsid world time,lenni abrahamson,brie larson jacob tremblay sean bridger wendi crewson
204,Relatos salvajes,comedi drama thriller,short stori explor extrem human behavior involv peopl distress,damián szifron,darío grandinetti maría marul mónica villa diego starosta
205,Soul,anim adventur comedi,land gig lifetim new york jazz pianist suddenli find trap strang land earth afterlif,pete docter,kemp power jami foxx tina fey graham norton
206,Kis Uykusu,drama,hotel owner landlord remot turkish villag deal conflict famili tenant rent,nuri bilg ceylan,haluk bilgin melisa sözen demet akbag ayberk pekcan
207,PK,comedi drama music,alien earth lose devic use commun spaceship innoc natur childlik question forc countri evalu impact religion peopl,rajkumar hirani,aamir khan anushka sharma sanjay dutt boman irani
208,OMG: Oh My God!,comedi drama fantasi,shopkeep take god court shop destroy earthquak,umesh shukla,paresh rawal akshay kumar mithun chakraborti mahesh manjrekar
209,The Grand Budapest Hotel,adventur comedi crime,writer encount owner age highclass hotel tell earli year serv lobbi boy hotel gloriou year except concierg,we anderson,ralph fienn f murray abraham mathieu amalr adrien brodi
210,Gone Girl,drama mysteri thriller,wife disappear have focu intens media circu man see spotlight turn suspect innoc,david fincher,ben affleck rosamund pike neil patrick harri tyler perri
211,Ôkami kodomo no Ame to Yuki,anim drama fantasi,werewolf lover unexpectedli die accid hunt food children young woman way rais werewolf son daughter keep trait hidden societi,mamoru hosoda,aoi miyazaki takao osawa haru kuroki yukito nishii
212,Hacksaw Ridge,biographi drama histori,world war ii american armi medic desmond t doss serv battl okinawa refus kill peopl man american histori receiv medal honor fire shot,mel gibson,andrew garfield sam worthington luke bracey teresa palmer
213,Inside Out,anim adventur comedi,young riley uproot midwest life move san francisco emot joy fear anger disgust sad conflict best navig new citi hous school,pete docter,ronni del carmen ami poehler hader lewi black
214,Barfi!,comedi drama romanc,young peopl learn love defin contain societi definit normal abnorm,anurag basu,ranbir kapoor priyanka chopra ileana dcruz saurabh shukla
215,12 Years a Slave,biographi drama histori,antebellum unit state solomon northup free black man upstat new york abduct sold slaveri,steve mcqueen,chiwetel ejiofor michael kenneth william michael fassbend brad pitt
216,Rush,action biographi drama,merciless s rivalri formula rival jame hunt niki lauda,ron howard,daniel brühl chri hemsworth olivia wild alexandra maria lara
217,Ford v Ferrari,action biographi drama,american car design carrol shelbi driver ken mile battl corpor interfer law physic build revolutionari race car ford order defeat ferrari hour le man,jame mangold,matt damon christian bale jon bernthal caitriona balf
218,Spotlight,biographi crime drama,true stori boston globe uncov massiv scandal child molest coverup local cathol archdioces shake entir cathol church core,tom mccarthi,mark ruffalo michael keaton rachel mcadam liev schreiber
219,Song of the Sea,anim adventur drama,ben young irish boy littl sister saoirs girl turn seal adventur free fairi save spirit world,tomm moor,david rawl brendan gleeson lisa hannigan fionnula flanagan
220,Kahaani,mysteri thriller,pregnant woman search miss husband take london kolkata question deni have met,sujoy ghosh,vidya balan parambrata chattopadhyay indraneil sengupta nawazuddin siddiqui
221,Zindagi Na Milegi Dobara,comedi drama,friend decid turn fantasi vacat realiti friend get engag,zoya akhtar,hrithik roshan farhan akhtar abhay deol katrina kaif
222,Prisoners,crime drama mysteri,keller dover daughter friend miss take matter hand polic pursu multipl lead pressur mount,deni villeneuv,hugh jackman jake gyllenha viola davi melissa leo
223,Mad Max: Fury Road,action adventur scifi,postapocalypt wasteland woman rebel tyrann ruler search homeland aid group femal prison psychot worship drifter name max,georg miller,tom hardi charliz theron nichola hoult zoë kravitz
224,A Wednesday,action crime drama,retir polic offic reminisc astound day career case file continu haunt memori case man wednesday,neeraj pandey,anupam kher naseeruddin shah jimmi sheirgil aamir bashir
225,Gran Torino,drama,disgruntl korean war veteran walt kowalski set reform neighbor thao lor hmong teenag tri steal kowalski prize possess gran torino,clint eastwood,clint eastwood bee vang christoph carley ahney
226,Harry Potter and the Deathly Hallows: Part 2,adventur drama fantasi,harri ron hermion search voldemort remain horcrux effort destroy dark lord final battl rage hogwart,david yate,daniel radcliff emma watson rupert grint michael gambon
227,Okuribito,drama music,newli unemploy cellist take job prepar dead funer,yôjirô takita,masahiro motoki ryôko hirosu tsutomu yamazaki kazuko yoshiyuki
